218	172
219	151
217	143
210	131
203	123
189	117
185	115
174	109
162	108
147	107
135	109
123	117
116	122
106	132
102	144
95	167
105	171
109	150
114	137
109	150
110	162
127	158
133	140
137	157
149	159
145	136
149	159
159	161
158	145
163	161
171	165
178	167
180	155
187	179
183	185
179	192
177	198
179	209
181	219
186	227
177	227
169	231
165	237
166	246
158	248
152	241
153	232
137	233
125	226
113	210
107	196
104	179
105	170
124	169
122	173
121	177
123	179
125	174
125	171
127	168
144	175
141	177
137	179
133	182
137	186
143	185
147	185
165	175
163	173
159	173
161	179
161	182
164	182
165	179
165	176
163	178
166	195
161	203
157	209
149	211
138	211
131	205
136	199
148	199
156	195
163	195
177	196
188	181
200	179
215	174
225	173
220	167
231	166
241	166
254	170
265	173
279	180
291	191
293	195
291	198
293	203
297	203
297	196
292	195
299	201
296	206
292	212
295	213
297	212
294	217
295	220
299	218
303	221
300	223
305	224
308	224
307	229
311	225
314	219
309	214
305	209
302	205
296	204
307	211
313	219
312	227
311	235
311	245
308	259
306	269
299	278
293	282
290	281
274	308
290	306
299	295
297	283
292	281
273	306
265	321
257	332
249	339
239	343
239	351
237	357
233	365
225	367
217	367
211	361
211	347
199	343
187	334
180	326
179	309
177	295
177	277
179	261
186	233
191	223
198	218
212	215
241	213
227	220
244	224
282	229
284	236
277	245
277	258
279	265
281	268
281	277
277	287
273	302
266	319
253	334
268	333
277	336
282	344
283	357
283	364
283	370
290	371
297	375
307	393
315	412
314	443
321	462
321	492
317	496
308	502
297	493
286	475
283	462
280	451
285	447
281	433
280	422
273	416
265	413
261	413
258	411
258	407
255	401
253	399
254	393
255	389
251	386
255	379
260	379
273	380
285	387
292	399
294	413
299	420
299	426
294	428
285	431
299	426
303	434
307	444
313	457
316	465
299	424
286	430
281	431
284	447
279	451
270	451
258	450
253	445
258	433
260	426
276	431
257	423
259	414
257	403
254	398
253	384
259	378
257	337
241	341
238	351
255	359
249	369
245	380
226	368
203	383
199	361
210	356
193	363
196	382
202	388
199	397
202	405
202	410
199	414
202	421
200	421
201	429
202	437
203	446
206	439
209	451
210	459
208	462
200	464
187	464
176	464
179	453
181	443
183	437
187	447
194	448
199	447
185	449
181	437
180	434
181	426
185	422
190	417
195	415
198	415
182	428
179	437
177	452
166	478
164	489
159	495
142	502
129	493
128	475
131	456
139	431
146	400
155	380
161	377
163	377
165	379
169	388
171	394
168	401
165	415
163	429
159	440
149	450
135	473
161	432
167	437
172	441
175	441
160	433
165	414
171	389
181	385
190	385
198	385
191	365
189	356
183	353
171	352
161	354
161	363
161	373
158	377
157	366
156	352
155	348
187	335
149	349
133	241
135	251
46	207
45	202
40	202
37	204
30	204
24	205
18	202
18	197
18	189
17	186
23	180
7	171
18	163
25	170
29	173
45	176
47	181
52	189
53	192
47	197
43	203
34	202
35	195
30	197
21	198
20	190
33	190
19	188
21	183
35	186
30	185
36	177
28	184
37	187
44	186
30	186
38	175
50	183
53	191
110	211
114	213
135	232
113	211
51	190
42	202
70	221
131	247
139	281
150	345
155	353
158	369
158	377
151	396
135	444
127	474
131	499
141	501
159	494
164	493
160	602
283	603
289	477
304	499
316	499
325	487
316	429
314	410
295	373
285	369
285	341
275	335
261	331
253	331
274	296
281	273
281	267
249	265
248	271
248	276
248	276
246	277
246	264
222	273
217	278
217	279
210	277
207	277
208	283
214	283
219	287
210	284
206	277
202	257
203	265
201	268
199	263
202	255
203	259
203	267
207	277
217	288
239	304
236	305
232	312
223	315
217	317
211	317
209	314
221	317
229	315
235	310
240	305
241	304
