282	171
271	160
257	159
247	158
242	167
239	179
235	197
241	212
262	229
277	237
288	240
301	232
311	222
323	216
331	197
331	181
325	165
313	158
302	158
293	159
285	165
282	173
273	161
266	160
247	157
244	165
238	174
235	182
235	190
237	201
244	214
235	255
207	247
190	249
169	251
156	254
143	261
135	268
125	280
114	301
109	315
101	336
92	351
85	362
75	373
59	385
47	392
33	403
21	412
9	423
5	450
9	466
25	483
49	491
72	499
82	497
81	507
80	520
94	522
115	526
141	527
167	527
185	522
189	515
185	511
201	518
214	519
225	519
237	514
244	505
249	494
249	481
242	476
235	469
223	463
214	454
205	443
195	432
191	413
191	399
196	379
200	365
208	355
209	349
215	347
224	345
233	343
241	340
247	335
257	327
260	327
261	336
259	346
259	359
263	361
267	367
270	371
270	377
270	381
268	385
263	386
261	387
259	388
257	391
257	395
257	400
257	405
253	403
249	402
243	397
241	397
251	401
254	404
254	408
254	411
254	418
251	423
256	407
251	421
247	429
243	431
237	432
226	435
217	435
202	426
199	423
199	431
198	433
203	428
219	431
232	431
241	432
246	428
249	419
255	404
249	403
243	400
238	397
253	403
257	391
259	387
267	384
270	380
268	372
263	363
257	358
258	347
259	326
245	333
240	339
233	342
244	340
249	339
253	339
253	342
246	343
239	343
234	343
228	342
234	353
239	358
247	358
249	360
248	361
245	361
240	359
235	357
233	355
234	353
229	343
240	339
251	331
259	327
258	355
264	357
269	357
274	354
281	347
285	339
285	321
281	309
275	293
267	281
256	268
235	255
234	253
243	214
261	227
274	236
291	240
309	222
321	217
336	255
359	247
371	246
378	245
385	245
385	237
389	232
397	232
405	237
411	239
415	240
423	239
429	241
434	247
434	253
433	255
450	261
462	269
475	279
486	291
495	302
503	313
503	329
499	341
495	348
487	355
479	356
474	367
470	374
465	381
455	392
445	403
435	409
427	413
425	418
427	418
431	421
437	419
446	417
453	422
466	435
479	452
497	482
508	507
503	517
495	520
483	525
411	527
398	522
393	515
391	501
393	485
396	470
405	451
427	425
429	421
424	417
418	411
411	407
400	396
395	393
396	389
406	387
410	380
414	374
416	358
409	353
401	349
393	350
389	353
396	368
401	365
408	363
402	361
401	361
396	364
394	367
401	363
393	363
387	353
383	351
383	350
375	350
372	341
369	338
367	343
363	345
354	343
345	341
333	335
341	341
339	345
333	340
327	340
320	340
320	343
326	343
333	343
339	343
342	347
339	348
337	355
334	355
328	357
327	357
321	357
325	363
331	361
336	357
338	355
335	353
331	355
327	357
331	360
328	359
334	357
338	357
339	343
335	334
331	333
322	327
319	322
312	325
303	325
293	319
288	310
293	296
303	281
316	270
335	256
319	267
309	277
297	289
293	305
292	317
303	325
309	325
311	353
312	361
306	365
303	376
297	383
305	385
313	393
317	399
319	403
326	401
333	393
333	397
330	397
323	400
319	401
316	403
327	403
331	401
334	397
313	399
311	387
303	385
299	377
300	370
308	365
311	361
313	355
311	343
305	323
313	359
305	365
301	376
303	384
317	393
317	399
317	411
315	418
321	427
327	433
344	435
366	431
372	428
373	435
381	444
391	456
397	463
393	486
392	501
393	516
225	519
