235	135
211	139
213	150
221	149
232	145
234	135
211	139
212	149
213	175
207	181
200	177
201	169
207	169
210	171
212	175
208	180
158	220
160	176
150	191
161	172
165	149
157	133
147	117
135	110
117	107
105	109
95	115
85	123
73	135
65	148
59	167
55	186
57	199
67	209
79	215
66	207
65	233
92	226
95	207
81	198
79	187
78	177
65	195
89	167
112	149
127	145
138	137
128	144
135	152
141	161
139	175
138	191
134	199
127	205
117	209
108	212
97	210
94	205
80	194
79	177
99	177
98	179
99	183
102	181
102	175
100	173
99	178
99	182
104	191
104	195
109	197
113	197
115	197
119	195
123	191
119	193
118	197
112	197
105	198
103	193
108	199
111	199
115	199
119	197
121	193
127	177
123	176
123	177
125	181
129	179
126	175
138	176
138	189
133	199
126	207
127	224
148	233
135	228
132	239
125	246
112	247
101	247
93	243
85	234
83	227
53	239
45	253
38	273
36	294
31	312
31	327
42	341
59	345
75	345
99	338
115	329
125	319
125	309
121	297
108	293
98	299
80	305
65	312
69	283
63	311
107	293
111	281
118	271
129	264
147	251
157	243
159	294
158	287
173	281
187	278
174	274
167	273
163	268
157	261
156	250
157	239
161	237
171	229
177	227
187	227
193	231
204	237
208	248
207	257
205	263
198	269
194	274
189	277
201	267
191	254
189	257
189	258
193	257
193	253
189	255
189	259
201	265
209	252
206	242
203	235
193	229
183	226
168	231
177	243
175	245
180	247
182	244
181	242
178	245
168	231
159	242
159	251
159	262
162	267
169	269
190	277
193	279
187	287
175	308
187	317
173	309
143	298
135	300
129	305
127	311
127	321
135	326
147	331
161	335
177	339
188	342
197	340
204	334
209	323
209	315
203	299
197	286
193	279
193	275
197	273
204	268
205	263
