293	153
241	150
218	152
193	153
148	152
118	152
99	161
79	167
64	169
51	179
39	193
25	224
24	235
33	244
39	223
49	207
61	183
61	175
53	175
69	177
61	192
53	202
50	217
40	238
39	245
38	247
42	251
49	253
63	253
33	253
29	257
26	261
29	272
41	274
58	274
70	271
75	275
66	273
40	273
29	263
37	253
62	253
75	268
83	255
86	238
87	203
89	181
70	175
65	175
60	175
87	180
106	177
98	196
95	213
95	232
91	253
91	267
100	269
113	267
131	263
185	267
273	261
327	261
370	259
370	247
366	235
352	213
345	199
325	177
316	174
222	168
190	175
138	172
107	175
149	171
196	173
240	170
303	172
321	172
291	153
323	175
353	212
370	248
374	257
386	252
394	243
420	245
422	255
420	261
413	264
397	263
386	260
383	263
379	258
389	269
399	277
406	285
421	301
429	315
436	331
438	354
443	372
435	389
433	411
429	425
441	372
429	371
429	359
425	350
421	346
412	349
402	352
396	355
387	356
385	360
389	366
398	368
412	369
425	372
431	372
425	349
421	347
396	355
386	357
353	364
359	344
363	333
332	332
176	330
191	365
350	362
189	364
157	365
141	357
117	345
114	357
115	370
125	375
145	372
154	369
155	361
119	345
117	371
85	375
87	359
80	346
70	348
66	363
75	414
75	393
79	381
83	370
93	379
100	419
137	425
429	423
428	437
428	449
423	458
411	464
402	467
390	463
385	452
383	443
381	433
380	425
368	424
331	421
331	397
218	397
221	423
135	425
138	441
133	456
126	464
115	471
97	471
81	463
72	449
75	415
29	395
51	406
51	414
48	423
46	425
37	425
30	423
21	411
14	399
13	383
9	367
10	355
11	349
17	343
20	346
21	358
26	363
28	373
29	393
25	360
21	357
20	347
19	334
19	323
15	320
6	327
6	342
7	355
1	349
4	337
2	313
7	294
9	275
9	255
20	243
25	234
9	257
9	276
5	298
5	317
5	333
5	351
9	361
12	373
19	411
27	421
38	426
47	423
51	405
73	412
71	448
86	465
128	470
57	467
37	483
45	500
46	520
56	533
72	540
99	541
127	537
153	533
153	527
142	528
127	528
113	528
99	526
86	523
80	511
93	511
79	504
88	497
72	485
83	479
106	477
123	475
130	469
130	475
149	479
153	489
158	495
161	504
147	511
131	517
122	521
114	528
106	505
113	507
117	506
112	505
106	505
111	507
117	506
111	486
117	490
119	489
122	491
127	494
128	495
127	497
122	488
111	481
108	480
107	480
107	485
109	483
110	479
111	477
105	480
105	486
103	498
103	503
107	508
105	499
105	513
105	513
105	502
117	505
119	510
127	509
141	509
143	490
143	493
144	490
144	490
142	490
142	496
142	504
142	505
145	494
146	492
150	482
156	493
159	498
171	493
159	495
157	493
181	494
181	497
179	505
181	501
173	517
155	509
169	517
169	519
169	529
176	534
184	539
163	515
168	532
179	542
188	545
196	547
195	545
171	533
161	524
159	533
147	531
123	525
147	523
162	521
155	515
139	519
119	529
94	531
77	529
65	515
51	519
76	526
84	535
133	534
69	532
53	517
80	519
61	507
51	507
69	507
82	507
55	502
56	498
83	501
48	495
50	489
76	489
57	486
47	477
85	471
107	467
117	473
131	467
138	469
152	470
155	473
147	475
165	478
189	483
168	488
158	481
175	486
166	489
174	483
183	494
189	490
196	485
194	482
185	483
209	485
182	494
197	494
219	482
205	472
190	483
202	460
240	467
264	465
288	469
313	467
349	473
312	466
317	475
313	481
313	487
304	488
277	487
246	485
237	485
316	486
325	489
335	489
343	487
347	481
346	477
343	474
339	471
327	469
315	485
307	485
241	484
311	485
322	493
361	493
365	504
365	519
367	528
361	541
341	543
314	551
256	545
241	544
238	543
259	547
315	549
331	549
346	551
349	555
344	559
335	564
323	556
319	555
317	551
311	551
327	558
295	555
253	555
238	552
205	548
193	545
185	542
320	557
322	549
335	541
361	541
367	493
363	494
367	501
362	503
431	508
442	507
461	501
469	494
497	491
519	489
528	503
520	505
544	498
518	490
520	487
539	486
543	497
543	506
539	515
532	520
525	519
521	484
529	513
531	521
521	512
525	515
543	503
543	497
543	511
533	517
523	510
518	499
520	483
527	516
520	510
509	513
503	513
495	513
478	519
469	521
466	531
447	529
434	525
427	524
403	523
379	523
363	521
365	541
365	524
384	528
413	529
427	532
437	535
450	547
462	547
481	552
504	548
528	548
525	550
528	561
531	564
535	547
541	547
555	549
557	554
551	563
537	567
519	548
530	545
535	545
539	566
542	569
527	568
545	569
551	558
539	572
524	564
523	554
523	549
531	572
525	571
512	570
505	570
485	567
479	567
469	568
459	570
449	570
442	569
436	566
429	557
415	549
404	546
387	543
374	542
359	542
346	541
329	545
311	549
255	545
225	545
188	540
168	521
171	544
162	549
138	555
115	565
85	567
69	567
53	575
29	569
4	558
1	530
6	509
7	480
10	455
25	447
53	436
65	434
73	438
76	453
93	467
133	456
141	437
170	440
192	445
205	455
190	475
188	483
203	455
195	445
174	441
149	437
139	437
137	431
135	424
429	421
441	367
437	331
431	316
417	293
389	265
376	254
359	223
337	192
319	173
291	152
